file,n,m,cap_factor,corr,replication,threads,br_threads,find_status,find_found,find_time,find_cuts,find_br_calls,find_first_pne_time
2-20-5-strongcorr-3.txt,2,20,0.5,strongly_correlated,3,1,1,FEASIBLE,True,0.03751993179321289,15,20,0.03751993179321289
2-20-5-strongcorr-4.txt,2,20,0.5,strongly_correlated,4,1,1,FEASIBLE,True,0.025000810623168945,12,14,0.025000810623168945
2-20-5-strongcorr-5.txt,2,20,0.5,strongly_correlated,5,1,1,FEASIBLE,True,0.05100870132446289,17,22,0.05000877380371094
2-20-5-strongcorr-6.txt,2,20,0.5,strongly_correlated,6,1,1,FEASIBLE,True,0.0475153923034668,21,24,0.0475153923034668
2-20-5-strongcorr-7.txt,2,20,0.5,strongly_correlated,7,1,1,FEASIBLE,True,0.09352612495422363,31,40,0.09352612495422363
2-20-5-strongcorr-8.txt,2,20,0.5,strongly_correlated,8,1,1,FEASIBLE,True,0.02499675750732422,12,14,0.02499675750732422
2-20-5-strongcorr-9.txt,2,20,0.5,strongly_correlated,9,1,1,FEASIBLE,True,0.03300738334655762,15,18,0.03300738334655762
2-20-5-uncorr-0.txt,2,20,0.5,uncorrelated,0,1,1,FEASIBLE,True,0.03151297569274902,15,18,0.030512571334838867
2-20-5-uncorr-1.txt,2,20,0.5,uncorrelated,1,1,1,FEASIBLE,True,0.027498245239257812,13,16,0.027498245239257812
2-20-5-uncorr-2.txt,2,20,0.5,uncorrelated,2,1,1,FEASIBLE,True,0.02800774574279785,12,16,0.02800774574279785
2-20-5-uncorr-3.txt,2,20,0.5,uncorrelated,3,1,1,FEASIBLE,True,0.027784347534179688,13,16,0.027784347534179688
2-20-5-uncorr-4.txt,2,20,0.5,uncorrelated,4,1,1,FEASIBLE,True,0.027999401092529297,14,16,0.027999401092529297
2-20-5-uncorr-5.txt,2,20,0.5,uncorrelated,5,1,1,FEASIBLE,True,0.03499746322631836,17,20,0.03499746322631836
2-20-5-uncorr-6.txt,2,20,0.5,uncorrelated,6,1,1,FEASIBLE,True,0.0275266170501709,13,16,0.0275266170501709
2-20-5-uncorr-7.txt,2,20,0.5,uncorrelated,7,1,1,FEASIBLE,True,0.031001567840576172,14,18,0.031001567840576172
2-20-5-uncorr-8.txt,2,20,0.5,uncorrelated,8,1,1,FEASIBLE,True,0.027997255325317383,14,16,0.027997255325317383
2-20-5-uncorr-9.txt,2,20,0.5,uncorrelated,9,1,1,FEASIBLE,True,0.028149127960205078,13,16,0.028149127960205078
2-20-5-weakcorr-0.txt,2,20,0.5,weakly_correlated,0,1,1,FEASIBLE,True,0.042996883392333984,17,22,0.04199647903442383
2-20-5-weakcorr-1.txt,2,20,0.5,weakly_correlated,1,1,1,FEASIBLE,True,0.05653047561645508,19,22,0.05653047561645508
2-20-5-weakcorr-2.txt,2,20,0.5,weakly_correlated,2,1,1,FEASIBLE,True,0.026999950408935547,12,14,0.02599954605102539
2-20-5-weakcorr-3.txt,2,20,0.5,weakly_correlated,3,1,1,FEASIBLE,True,0.023999691009521484,11,14,0.023999691009521484
2-20-5-weakcorr-4.txt,2,20,0.5,weakly_correlated,4,1,1,FEASIBLE,True,0.02500128746032715,12,14,0.02500128746032715
2-20-5-weakcorr-5.txt,2,20,0.5,weakly_correlated,5,1,1,FEASIBLE,True,0.0347745418548584,16,20,0.0347745418548584
2-20-5-weakcorr-6.txt,2,20,0.5,weakly_correlated,6,1,1,FEASIBLE,True,0.0359959602355957,16,18,0.0359959602355957
2-20-5-weakcorr-7.txt,2,20,0.5,weakly_correlated,7,1,1,FEASIBLE,True,0.028004169464111328,13,16,0.027000904083251953
2-20-5-weakcorr-8.txt,2,20,0.5,weakly_correlated,8,1,1,FEASIBLE,True,0.07778501510620117,30,36,0.07778501510620117
2-20-5-weakcorr-9.txt,2,20,0.5,weakly_correlated,9,1,1,FEASIBLE,True,0.04552292823791504,19,22,0.04552292823791504
2-30-2-strongcorr-0.txt,2,30,0.2,strongly_correlated,0,1,1,FEASIBLE,True,0.07881951332092285,22,28,0.07881951332092285
2-30-2-strongcorr-1.txt,2,30,0.2,strongly_correlated,1,1,1,FEASIBLE,True,0.05568289756774902,17,24,0.05568289756774902
2-30-2-strongcorr-2.txt,2,30,0.2,strongly_correlated,2,1,1,FEASIBLE,True,0.026996612548828125,11,14,0.026996612548828125
2-30-2-strongcorr-3.txt,2,30,0.2,strongly_correlated,3,1,1,FEASIBLE,True,0.03752446174621582,13,18,0.03752446174621582
2-30-2-strongcorr-4.txt,2,30,0.2,strongly_correlated,4,1,1,FEASIBLE,True,0.0469965934753418,16,20,0.0469965934753418
2-30-2-strongcorr-5.txt,2,30,0.2,strongly_correlated,5,1,1,FEASIBLE,True,0.030008554458618164,13,16,0.030008554458618164
2-30-2-strongcorr-6.txt,2,30,0.2,strongly_correlated,6,1,1,FEASIBLE,True,0.06352066993713379,22,28,0.06352066993713379
